user_id,user_segment,veg_preference,avg_order_value,order_frequency,preferred_cuisine,city
38,regular,veg,639.6792982653948,high,Chinese,Chennai
39,premium,non_veg,995.051772199481,high,North Indian,Delhi
40,budget,non_veg,182.82381179662835,medium,North Indian,Bangalore
41,budget,non_veg,243.79338055591703,high,Chinese,Chennai
42,premium,veg,911.0511226921608,medium,Biryani,Pune
43,budget,non_veg,285.5054620181977,medium,Pizza,Delhi
44,budget,veg,254.62394357755485,high,South Indian,Kolkata
45,budget,veg,293.6223578830227,medium,Biryani,Delhi
46,budget,non_veg,303.3099272048869,low,Pizza,Bangalore
47,premium,non_veg,622.5101567818372,low,Chinese,Mumbai
48,budget,non_veg,274.74978270958474,low,Fast Food,Delhi
49,budget,veg,284.31300951872566,low,Italian,Chennai
50,budget,non_veg,169.36420644051742,low,North Indian,Bangalore
51,regular,veg,376.96333682828634,low,Italian,Hyderabad
52,budget,non_veg,260.8229294790987,low,South Indian,Hyderabad
53,regular,non_veg,319.20857003306253,medium,Beverages,Mumbai
54,budget,non_veg,150.4700225211318,low,Continental,Kolkata
55,budget,non_veg,265.8883516218559,medium,Pizza,Kolkata
56,premium,non_veg,558.1659039238215,high,Continental,Pune
57,regular,non_veg,331.64268320554623,low,Continental,Hyderabad
58,budget,non_veg,261.44852161152187,medium,Beverages,Chennai
59,regular,non_veg,424.743184860684,medium,Beverages,Hyderabad
60,premium,non_veg,612.8325227052726,medium,Beverages,Hyderabad
61,premium,non_veg,945.8949300348187,high,South Indian,Pune
62,budget,non_veg,327.2237419353896,medium,South Indian,Bangalore
63,regular,veg,518.6848512765971,medium,North Indian,Pune
64,regular,veg,457.0972415639746,low,South Indian,Pune
65,budget,non_veg,239.59388748213624,medium,Beverages,Kolkata
66,budget,veg,225.34995326705837,low,Continental,Kolkata
67,budget,non_veg,272.43243370260024,medium,Continental,Hyderabad
68,regular,non_veg,442.1268316332193,medium,Italian,Mumbai
69,budget,non_veg,327.6429887919663,medium,Desserts,Kolkata
70,budget,non_veg,228.02410622628614,medium,Fast Food,Hyderabad
71,budget,veg,236.44797688557287,high,Italian,Hyderabad
72,regular,non_veg,388.6905317091622,low,Desserts,Pune
73,regular,veg,512.4119817052156,low,Beverages,Pune
74,premium,non_veg,894.251826389642,high,Biryani,Delhi
75,regular,non_veg,491.2931454275624,medium,Fast Food,Kolkata
76,budget,non_veg,221.81377235980125,low,Beverages,Delhi
77,budget,non_veg,307.7177169204462,high,Desserts,Chennai
78,regular,non_veg,402.2618269424679,low,Fast Food,Hyderabad
79,regular,veg,448.0983792097311,low,Beverages,Bangalore
80,regular,non_veg,349.7470635362191,medium,North Indian,Kolkata
81,regular,veg,305.43900275279174,high,Fast Food,Mumbai
82,budget,non_veg,207.793154324113,high,Continental,Pune
83,budget,non_veg,254.8838049274416,high,South Indian,Hyderabad
84,budget,veg,211.3495108072267,low,Continental,Kolkata
85,regular,non_veg,668.9802933217672,low,Italian,Kolkata
86,budget,non_veg,209.58508573224242,low,Continental,Delhi
87,premium,non_veg,1059.1621441151387,medium,Chinese,Chennai
88,regular,non_veg,300.73986355843067,medium,South Indian,Pune
89,budget,non_veg,308.97200603606433,high,North Indian,Bangalore
90,budget,non_veg,226.54121739476477,high,North Indian,Mumbai
91,regular,non_veg,471.8683092276141,medium,Continental,Bangalore
92,premium,non_veg,727.3436462046045,high,Beverages,Pune
93,regular,veg,384.34710485311825,low,Italian,Chennai
94,budget,non_veg,211.04598853760623,low,Pizza,Delhi
95,budget,non_veg,255.7430734106948,medium,Fast Food,Chennai
96,premium,veg,1032.6894282099456,high,Biryani,Bangalore
97,regular,non_veg,470.31135479465064,medium,South Indian,Delhi
98,budget,non_veg,252.47863646497024,medium,Desserts,Kolkata
99,regular,non_veg,472.0074328803621,medium,Italian,Hyderabad
100,budget,non_veg,155.80582553830533,low,Pizza,Mumbai
101,budget,non_veg,306.1338842399011,low,Chinese,Delhi
102,regular,non_veg,305.88042395040014,medium,Pizza,Kolkata
103,budget,non_veg,246.8660451363414,medium,South Indian,Mumbai
104,regular,veg,545.5142320501238,low,Beverages,Pune
105,budget,veg,142.70716200750292,medium,North Indian,Mumbai
106,regular,non_veg,501.2941250791496,low,Desserts,Mumbai
107,regular,non_veg,535.135426460051,medium,Italian,Bangalore
108,budget,non_veg,218.9818138732224,low,Biryani,Chennai
109,regular,non_veg,507.6556963055766,medium,South Indian,Delhi
110,budget,non_veg,265.5625077271768,low,Biryani,Kolkata
111,budget,veg,171.97470428086646,low,Desserts,Mumbai
112,regular,non_veg,470.6689463001077,medium,Italian,Pune
113,regular,non_veg,249.24319786372263,medium,Italian,Mumbai
114,regular,non_veg,556.7456172234752,high,Continental,Bangalore
115,premium,veg,731.2835145752936,medium,Pizza,Pune
116,premium,veg,706.10106046184,low,Continental,Bangalore
117,premium,veg,919.6226306717472,low,Fast Food,Delhi
118,budget,veg,257.2602030142729,medium,South Indian,Bangalore
119,regular,non_veg,406.92076120773834,high,Italian,Bangalore
120,budget,non_veg,274.72833010712424,medium,North Indian,Mumbai
121,regular,veg,526.4252198609023,medium,Chinese,Pune
122,budget,non_veg,250.539908240485,medium,Beverages,Delhi
123,premium,non_veg,1158.4817408327485,high,North Indian,Delhi
124,premium,non_veg,709.3378282802432,medium,Pizza,Delhi
125,premium,veg,812.988468120935,high,Pizza,Bangalore
126,regular,non_veg,434.432276460792,low,Continental,Hyderabad
127,budget,veg,139.59467241630614,medium,Desserts,Chennai
128,regular,non_veg,486.07784246734286,high,Fast Food,Chennai
129,regular,non_veg,482.6927373764163,medium,Continental,Mumbai
130,premium,non_veg,767.1349206786704,high,Chinese,Bangalore
131,regular,non_veg,500.9378116336106,medium,Biryani,Hyderabad
132,regular,non_veg,574.7327055231724,medium,Continental,Mumbai
133,regular,veg,600.9771312459624,high,North Indian,Hyderabad
134,budget,non_veg,270.1017240023461,medium,Pizza,Kolkata
135,regular,non_veg,192.7068758615656,medium,Chinese,Pune
136,regular,non_veg,411.4461760032089,medium,Italian,Bangalore
137,budget,non_veg,229.65278830639593,low,Beverages,Chennai
138,regular,non_veg,304.77959565291025,low,Pizza,Mumbai
139,premium,non_veg,709.6028292042026,low,Chinese,Hyderabad
140,regular,non_veg,580.1849168160095,high,North Indian,Chennai
141,budget,non_veg,270.94197069342437,low,Fast Food,Chennai
142,regular,non_veg,411.0711808272507,medium,Continental,Pune
143,budget,non_veg,204.23793100018173,low,Beverages,Pune
144,premium,non_veg,836.9155523435273,high,North Indian,Delhi
145,regular,veg,425.42569359140555,medium,Fast Food,Bangalore
146,budget,non_veg,236.36382151261648,medium,Fast Food,Pune
147,budget,veg,236.55556547225848,low,Pizza,Mumbai
148,regular,non_veg,339.347409125833,medium,Chinese,Pune
149,budget,non_veg,378.4963419845167,low,Chinese,Chennai
150,budget,non_veg,194.64477726999894,low,Fast Food,Hyderabad
151,regular,veg,460.9732639187793,low,Chinese,Pune
152,regular,non_veg,431.6063844591022,high,South Indian,Kolkata
153,premium,non_veg,694.3294844810705,high,Pizza,Mumbai
154,budget,non_veg,213.58424250260572,medium,Pizza,Bangalore
155,budget,veg,312.49026597056076,high,Italian,Chennai
156,regular,veg,492.03245871845206,medium,South Indian,Kolkata
157,budget,veg,266.5159534121308,medium,North Indian,Kolkata
158,regular,non_veg,537.0009907564074,high,Chinese,Delhi
159,regular,veg,568.5210291510889,medium,Continental,Pune
160,budget,non_veg,216.49804032223267,medium,North Indian,Chennai
161,premium,non_veg,599.8567976666066,high,North Indian,Chennai
162,budget,non_veg,243.92766802578302,low,Desserts,Pune
163,budget,non_veg,305.1512633388891,medium,Continental,Hyderabad
164,regular,non_veg,565.1425374464732,medium,Desserts,Delhi
165,budget,non_veg,331.02667225829384,medium,Biryani,Pune
166,regular,non_veg,607.0494635261139,medium,Beverages,Pune
167,budget,non_veg,232.59934568515806,medium,Beverages,Chennai
168,budget,non_veg,259.9279181448146,low,North Indian,Bangalore
169,regular,non_veg,658.1314656765142,high,Continental,Chennai
170,budget,veg,234.77231807563712,low,Chinese,Kolkata
171,regular,non_veg,281.044277392173,medium,Continental,Bangalore
172,budget,non_veg,299.35611000643553,low,Pizza,Mumbai
173,budget,veg,234.61071916600937,medium,North Indian,Bangalore
174,budget,non_veg,217.05507890118986,medium,Pizza,Kolkata
175,regular,non_veg,578.6268613404601,high,Desserts,Mumbai
176,premium,non_veg,959.3314776370568,high,Beverages,Bangalore
177,budget,non_veg,152.37565634946588,low,Biryani,Kolkata
178,budget,non_veg,236.02504670999798,low,South Indian,Delhi
179,regular,veg,543.8283805975998,low,Pizza,Bangalore
180,budget,veg,224.1977635891313,medium,Pizza,Delhi
181,budget,non_veg,270.6285198322061,medium,Desserts,Kolkata
182,regular,non_veg,257.0315403685843,medium,South Indian,Pune
183,budget,non_veg,282.0451924704618,low,Italian,Chennai
184,budget,veg,241.4043314464121,low,Desserts,Chennai
185,regular,veg,405.4497478599228,medium,Continental,Mumbai
186,regular,veg,595.3384477117701,medium,South Indian,Pune
187,budget,veg,273.00375051498236,low,North Indian,Mumbai
188,budget,veg,237.51343585874324,high,Continental,Bangalore
189,budget,non_veg,247.52681451737834,medium,Desserts,Kolkata
190,regular,veg,517.4819492166604,high,Fast Food,Hyderabad
191,regular,non_veg,437.17884739048895,low,Beverages,Delhi
192,regular,non_veg,399.886003272143,medium,Biryani,Pune
193,premium,non_veg,545.1489192734498,high,South Indian,Delhi
194,regular,veg,467.7375391839546,low,Pizza,Bangalore
195,regular,veg,365.9889921416662,high,Chinese,Hyderabad
196,budget,non_veg,258.23489137185703,high,Beverages,Bangalore
197,regular,non_veg,359.39642054977253,low,Fast Food,Pune
198,budget,non_veg,298.7425142348065,medium,Continental,Delhi
199,budget,non_veg,252.1635847372145,high,Chinese,Pune
200,budget,non_veg,301.5236710217915,medium,North Indian,Bangalore
201,premium,non_veg,923.0723271796046,high,Beverages,Hyderabad
202,budget,non_veg,275.3637015553649,low,Beverages,Hyderabad
203,budget,non_veg,231.48383157013518,medium,South Indian,Delhi
204,regular,non_veg,366.6441012720733,low,South Indian,Pune
205,budget,non_veg,200.4409845194975,low,Pizza,Mumbai
206,regular,veg,465.4407276961692,medium,Beverages,Bangalore
207,budget,non_veg,280.39482548582697,low,Italian,Hyderabad
208,budget,non_veg,259.33045615781793,low,North Indian,Hyderabad
209,regular,non_veg,569.5046628924842,low,South Indian,Chennai
210,premium,non_veg,571.5219642824338,high,Chinese,Hyderabad
211,regular,non_veg,606.5524029234341,medium,Beverages,Pune
212,budget,non_veg,246.71248694635062,low,Desserts,Hyderabad
213,budget,non_veg,291.70428593041515,medium,Italian,Pune
214,regular,veg,400.52966310822177,high,Pizza,Mumbai
215,budget,non_veg,188.63701095395714,low,Chinese,Pune
216,budget,non_veg,333.0068476724121,low,Chinese,Chennai
217,budget,non_veg,191.83897299547982,medium,Desserts,Hyderabad
218,premium,non_veg,1184.608692395052,high,South Indian,Kolkata
219,regular,non_veg,574.9201767487533,medium,Biryani,Hyderabad
220,budget,non_veg,274.57022835097484,medium,Desserts,Hyderabad
221,budget,non_veg,292.0321774494362,low,North Indian,Pune
222,budget,veg,217.36880103488045,low,Fast Food,Delhi
223,budget,non_veg,296.9924051764844,low,Desserts,Mumbai
224,regular,veg,534.6013544671268,medium,Italian,Chennai
225,budget,non_veg,260.41914039737765,low,North Indian,Delhi
226,regular,non_veg,245.82651315757093,low,Biryani,Kolkata
227,budget,non_veg,225.3268591817992,low,Chinese,Kolkata
228,premium,non_veg,733.252501793921,low,Desserts,Mumbai
229,regular,non_veg,576.5197251623699,medium,Biryani,Delhi
230,regular,non_veg,505.9359208728331,high,Beverages,Chennai
231,budget,veg,231.5239191588885,low,Biryani,Hyderabad
232,regular,non_veg,470.45493960907453,low,Biryani,Bangalore
233,budget,non_veg,280.9343273923953,low,South Indian,Pune
234,budget,non_veg,306.46622187697506,high,Desserts,Pune
235,budget,veg,224.8872141902938,low,North Indian,Bangalore
236,regular,veg,471.1594970380393,medium,Pizza,Pune
237,budget,non_veg,251.4298388359172,medium,Chinese,Hyderabad
238,regular,non_veg,608.0232587350822,medium,Italian,Pune
239,premium,non_veg,666.7683866829128,medium,South Indian,Chennai
240,regular,non_veg,313.69603414488785,medium,Italian,Bangalore
241,premium,veg,834.5961365396547,high,Fast Food,Hyderabad
242,budget,veg,133.76603637567655,low,Pizza,Hyderabad
243,regular,non_veg,413.7559058596868,high,South Indian,Kolkata
244,premium,veg,632.0495158060785,high,Pizza,Mumbai
245,budget,veg,253.84109455301277,low,Desserts,Kolkata
246,budget,veg,185.85038879057151,high,Desserts,Bangalore
247,budget,veg,168.16375043503297,medium,North Indian,Mumbai
248,regular,non_veg,570.569146008143,high,Fast Food,Hyderabad
249,budget,veg,188.13291772764768,low,Continental,Delhi
250,budget,non_veg,281.46244859467924,low,Continental,Hyderabad
251,budget,non_veg,256.9671296810632,medium,Pizza,Chennai
252,regular,non_veg,495.2534891821335,medium,Biryani,Hyderabad
253,budget,non_veg,280.6386952531285,high,North Indian,Delhi
254,regular,veg,344.65844368263436,high,Fast Food,Chennai
255,budget,non_veg,257.5209452571788,low,North Indian,Kolkata
256,regular,non_veg,486.4961002466225,low,Pizza,Mumbai
257,regular,non_veg,513.8730222029185,medium,Continental,Mumbai
258,regular,non_veg,335.69950872695165,high,Fast Food,Delhi
259,budget,non_veg,266.06786077251365,medium,Desserts,Mumbai
260,budget,non_veg,271.0960377117642,low,Fast Food,Chennai
261,budget,non_veg,235.1218248320004,medium,Pizza,Pune
262,budget,non_veg,318.785340665581,low,Beverages,Pune
263,budget,non_veg,360.60956546923427,medium,Chinese,Hyderabad
264,budget,veg,305.59938569053224,low,Beverages,Bangalore
265,regular,non_veg,455.9142122272422,medium,Continental,Pune
266,regular,veg,562.611702601538,medium,Continental,Pune
267,budget,non_veg,283.9986537758378,medium,Continental,Bangalore
268,budget,veg,278.7734333747215,low,Desserts,Kolkata
269,regular,non_veg,431.1103312215525,low,Italian,Hyderabad
270,budget,veg,277.653663822024,high,Chinese,Bangalore
271,regular,veg,351.03718634296627,medium,Desserts,Chennai
272,regular,veg,544.0771187988216,low,Biryani,Hyderabad
273,budget,non_veg,319.8707351530186,medium,Pizza,Pune
274,regular,veg,442.4855833189983,medium,Fast Food,Pune
275,regular,non_veg,499.9637101125957,medium,Beverages,Delhi
276,premium,non_veg,605.5436121104237,medium,Italian,Delhi
277,budget,non_veg,301.4419147706406,medium,Beverages,Hyderabad
278,budget,non_veg,278.4896905951885,low,South Indian,Kolkata
279,budget,non_veg,252.19057359895547,medium,Beverages,Chennai
280,budget,non_veg,242.64989991857556,low,South Indian,Mumbai
281,budget,non_veg,178.219058589328,medium,North Indian,Delhi
282,budget,non_veg,154.34467874104877,low,Beverages,Chennai
283,budget,non_veg,194.96103585816576,low,Italian,Pune
284,budget,non_veg,214.43506876197313,medium,Continental,Hyderabad
285,budget,non_veg,150.31321787142724,low,Fast Food,Bangalore
286,budget,non_veg,268.7028284923786,medium,South Indian,Chennai
287,budget,non_veg,277.9163456260861,low,Desserts,Chennai
288,budget,non_veg,253.80026957062057,low,North Indian,Chennai
289,budget,non_veg,195.38436176637106,high,Pizza,Bangalore
290,regular,veg,418.3591550305198,medium,Fast Food,Chennai
291,budget,non_veg,257.77136653714683,low,Italian,Mumbai
292,budget,veg,373.28669777099645,low,South Indian,Delhi
293,premium,non_veg,717.3909463867044,high,South Indian,Bangalore
294,regular,non_veg,531.3194406852897,medium,Continental,Bangalore
295,budget,non_veg,254.09146792737826,low,Pizza,Mumbai
296,regular,non_veg,440.1110346808857,medium,Italian,Bangalore
297,regular,non_veg,503.65098435704033,medium,Italian,Bangalore
298,regular,non_veg,360.15320182089624,low,Fast Food,Delhi
299,budget,non_veg,319.5103774508657,low,Chinese,Mumbai
300,premium,non_veg,883.6715459527793,medium,Pizza,Pune
301,budget,non_veg,252.83249624485535,high,Italian,Kolkata
302,budget,veg,276.48463771783656,low,South Indian,Chennai
303,regular,veg,316.8770207285929,low,South Indian,Bangalore
304,budget,non_veg,263.91645306101077,low,Desserts,Mumbai
305,budget,veg,211.51155610595617,medium,North Indian,Chennai
306,regular,non_veg,393.954490172006,low,Italian,Mumbai
307,budget,non_veg,197.80135800008708,medium,Chinese,Chennai
308,budget,non_veg,239.55197563339848,low,Fast Food,Chennai
309,premium,veg,741.2652790505293,medium,Beverages,Chennai
310,regular,veg,448.4806871230011,low,Continental,Pune
311,regular,non_veg,350.58937669578074,medium,Continental,Pune
312,regular,veg,446.90610028443757,low,South Indian,Delhi
313,budget,non_veg,181.4049428534322,low,Continental,Bangalore
314,premium,veg,557.9657903184889,high,Desserts,Mumbai
315,regular,non_veg,482.5176796529064,low,Pizza,Pune
316,budget,non_veg,241.66379834565805,low,Fast Food,Delhi
317,regular,non_veg,551.0862240371839,low,North Indian,Hyderabad
318,budget,veg,243.47424600515032,medium,North Indian,Mumbai
319,budget,veg,182.64368552351516,low,Chinese,Mumbai
320,regular,veg,352.8385961489348,medium,Continental,Bangalore
321,regular,non_veg,510.71311007836186,medium,South Indian,Delhi
322,budget,veg,315.5579443159053,medium,Desserts,Hyderabad
323,premium,non_veg,1018.3428035121675,high,South Indian,Kolkata
324,budget,non_veg,339.96357875095,low,Desserts,Delhi
325,budget,non_veg,278.9721286433631,low,Continental,Delhi
326,regular,non_veg,464.76993252267766,medium,Chinese,Mumbai
327,regular,non_veg,533.7562703358373,medium,Pizza,Kolkata
328,regular,non_veg,368.6354643940325,medium,Fast Food,Kolkata
329,regular,veg,489.9687951752642,high,Chinese,Hyderabad
330,budget,non_veg,217.43215531040855,medium,North Indian,Chennai
331,regular,veg,550.1952267791767,medium,Pizza,Bangalore
332,budget,veg,260.25133435309397,medium,Chinese,Mumbai
333,premium,veg,605.9696384609505,high,Biryani,Delhi
334,regular,non_veg,557.7953895105758,medium,Italian,Pune
335,budget,non_veg,291.3497194558659,medium,Chinese,Chennai
336,regular,non_veg,529.7802673049416,high,Italian,Bangalore
337,budget,non_veg,261.2342362875943,low,Continental,Delhi
338,budget,veg,296.6295415936545,medium,Italian,Delhi
339,budget,non_veg,222.40709270537766,medium,Pizza,Mumbai
340,budget,veg,377.9099642834126,medium,Pizza,Hyderabad
341,regular,non_veg,350.76571601251493,medium,Beverages,Kolkata
342,regular,non_veg,488.58843830843256,medium,Italian,Bangalore
343,budget,non_veg,245.86596570786503,medium,Desserts,Mumbai
344,premium,non_veg,781.7378737425074,high,Italian,Mumbai
345,regular,veg,480.3780309490505,high,Chinese,Chennai
346,budget,veg,181.16542296809592,medium,Fast Food,Chennai
347,regular,veg,391.65876441318704,medium,Italian,Pune
348,regular,non_veg,319.90982434858745,medium,Beverages,Pune
349,budget,non_veg,254.99527719512048,low,Desserts,Delhi
350,budget,non_veg,257.2980804856575,low,Italian,Hyderabad
351,regular,non_veg,538.633019606159,high,Fast Food,Chennai
352,budget,non_veg,215.36692210849486,low,Italian,Chennai
353,budget,veg,152.6056681368264,low,Biryani,Delhi
354,budget,veg,289.1859390907283,high,Biryani,Bangalore
355,budget,non_veg,289.7132339810914,low,Pizza,Chennai
356,budget,non_veg,187.28552884153754,medium,Desserts,Pune
357,budget,veg,213.27042116009756,medium,Biryani,Pune
358,regular,non_veg,368.9747562985619,high,Beverages,Pune
359,regular,non_veg,367.24097793512806,medium,North Indian,Mumbai
360,budget,veg,254.30719415231874,medium,South Indian,Chennai
361,budget,non_veg,280.9577130502599,low,Pizza,Bangalore
362,budget,non_veg,352.8747734855849,low,North Indian,Bangalore
363,budget,veg,329.1393627061046,medium,Pizza,Hyderabad
364,budget,non_veg,263.73405369964263,medium,Desserts,Hyderabad
365,regular,non_veg,538.3109777147159,medium,Italian,Mumbai
366,regular,non_veg,442.2162802987198,high,South Indian,Kolkata
367,budget,non_veg,255.66352052688822,low,Desserts,Bangalore
368,regular,non_veg,306.1722021682633,medium,Pizza,Kolkata
369,regular,non_veg,385.6450167682538,high,Chinese,Chennai
370,premium,veg,954.4941226371742,medium,North Indian,Chennai
371,budget,non_veg,222.46542142348434,medium,Fast Food,Hyderabad
372,premium,veg,941.6434463273422,high,North Indian,Bangalore
373,budget,non_veg,203.8743634811459,high,Beverages,Pune
374,budget,veg,308.68634988712944,medium,Chinese,Bangalore
375,regular,non_veg,397.6003426544644,high,Desserts,Delhi
376,regular,non_veg,324.27887251424625,medium,Desserts,Bangalore
377,budget,non_veg,194.51772477396213,medium,Beverages,Hyderabad
378,budget,veg,208.0087376273916,low,Continental,Delhi
379,budget,non_veg,330.7687844734721,medium,Fast Food,Bangalore
380,regular,non_veg,417.767953078866,high,Chinese,Chennai
381,budget,non_veg,309.73370721640106,low,Biryani,Delhi
382,budget,non_veg,193.93096809626076,medium,Biryani,Mumbai
383,budget,non_veg,153.19423431606893,low,Chinese,Delhi
384,regular,non_veg,462.5846969619357,high,North Indian,Hyderabad
385,regular,non_veg,478.22076428899345,high,Biryani,Pune
386,budget,non_veg,287.3280047840535,low,Italian,Chennai
387,budget,veg,223.23359070230387,medium,Beverages,Bangalore
388,premium,veg,786.4200076543759,medium,Chinese,Mumbai
389,regular,non_veg,356.45612979554045,high,Chinese,Hyderabad
390,premium,veg,962.8973174262549,medium,Italian,Chennai
391,budget,veg,155.73999739894413,medium,Chinese,Mumbai
392,budget,non_veg,235.1866278245559,low,Italian,Mumbai
393,premium,non_veg,935.3703833752675,medium,Biryani,Pune
394,regular,non_veg,471.4450833971641,medium,South Indian,Chennai
395,regular,non_veg,443.6776543517041,medium,Desserts,Hyderabad
396,premium,non_veg,571.7708519911531,low,North Indian,Mumbai
397,budget,non_veg,246.20881892408684,low,Chinese,Hyderabad
398,premium,non_veg,931.3261970767263,high,Italian,Pune
399,regular,non_veg,353.45020141709443,medium,Chinese,Kolkata
400,regular,non_veg,453.0161572535125,medium,Desserts,Delhi
401,regular,non_veg,460.6178767822212,high,Chinese,Chennai
402,budget,non_veg,226.52239104693334,low,Chinese,Pune
403,budget,non_veg,374.22336843207165,medium,North Indian,Pune
404,budget,veg,214.850126986508,medium,North Indian,Bangalore
405,budget,non_veg,225.38244939302197,low,Desserts,Mumbai
406,budget,veg,182.85478008651958,medium,Continental,Mumbai
407,budget,non_veg,246.79648499357512,high,North Indian,Mumbai
408,budget,non_veg,220.48622583201086,medium,North Indian,Pune
409,regular,non_veg,518.7863327187018,low,Biryani,Delhi
410,budget,non_veg,270.98327612990346,low,North Indian,Delhi
411,budget,non_veg,306.6017493147518,high,Beverages,Bangalore
412,budget,non_veg,359.95490902783513,medium,Desserts,Delhi
413,regular,non_veg,470.6724047244994,high,Italian,Pune
414,regular,non_veg,525.8938600121948,low,Pizza,Pune
415,regular,non_veg,437.1462488561069,medium,Beverages,Hyderabad
416,premium,non_veg,517.722643175354,medium,Biryani,Kolkata
417,regular,veg,385.3772690156197,medium,Biryani,Pune
418,regular,non_veg,627.5310892609511,medium,South Indian,Chennai
419,budget,non_veg,243.2845629264726,low,Beverages,Hyderabad
420,budget,veg,290.5404136579891,medium,Biryani,Hyderabad
421,regular,veg,353.55957453883076,low,South Indian,Kolkata
422,regular,non_veg,406.9843364408163,medium,North Indian,Kolkata
423,budget,non_veg,263.59365813850087,medium,Italian,Delhi
424,budget,non_veg,307.90554240121503,low,Chinese,Chennai
425,premium,non_veg,534.9053970334136,medium,Continental,Bangalore
426,budget,non_veg,177.4513368779456,low,Continental,Pune
427,budget,non_veg,173.016674036334,low,Italian,Delhi
428,premium,non_veg,577.0584455074559,high,Fast Food,Pune
429,budget,non_veg,196.82989967145247,low,North Indian,Bangalore
430,regular,non_veg,362.65903659121915,high,Biryani,Pune
431,regular,veg,432.8137013536708,medium,Italian,Kolkata
432,budget,non_veg,194.59177344045992,low,Fast Food,Hyderabad
433,regular,non_veg,380.6131679191982,high,Continental,Pune
434,regular,veg,495.4971890600973,high,Fast Food,Bangalore
435,regular,non_veg,482.6798909889781,low,Pizza,Pune
436,budget,non_veg,331.4504801674634,high,Chinese,Hyderabad
437,budget,non_veg,247.3990155770993,low,Italian,Hyderabad
438,budget,veg,332.07634743220757,low,Desserts,Kolkata
439,budget,non_veg,247.25529996918567,medium,Italian,Pune
440,regular,non_veg,478.55540748576567,low,Italian,Kolkata
441,budget,non_veg,243.23728373031537,medium,Biryani,Mumbai
442,budget,non_veg,300.17832800916426,low,Chinese,Pune
443,regular,veg,558.4527046495089,medium,Chinese,Chennai
444,budget,non_veg,274.49702914000363,high,South Indian,Kolkata
445,regular,non_veg,570.9266110968739,low,Pizza,Kolkata
446,premium,non_veg,584.0653919935723,high,Italian,Mumbai
447,regular,veg,367.9758670551298,medium,Fast Food,Kolkata
448,budget,non_veg,248.7986070959698,medium,South Indian,Chennai
449,budget,veg,226.83655221695838,medium,Beverages,Chennai
450,budget,non_veg,239.02780941775686,low,Pizza,Delhi
451,budget,veg,170.36994578281957,low,Biryani,Kolkata
452,premium,non_veg,686.3675433141077,high,North Indian,Pune
453,regular,non_veg,409.35377787706386,medium,North Indian,Pune
454,regular,non_veg,311.71330227457753,medium,Pizza,Delhi
455,regular,non_veg,530.7122596637311,high,Pizza,Delhi
456,budget,non_veg,201.32269001477658,low,Biryani,Hyderabad
457,regular,non_veg,380.5286868910942,medium,Desserts,Kolkata
458,regular,non_veg,409.0717561886896,low,Beverages,Kolkata
459,regular,non_veg,364.1550059625314,low,North Indian,Mumbai
460,budget,non_veg,306.27938855201717,low,Italian,Delhi
